! Range 1D-Optimizer: Isotopes stopped in csc
! 208Pb (820 MeV/u) + Be (2500 mg/cm2),Nb (225 mg/cm2);    Settings on 199Os 76+.. 76+;   Config: DbDbwmmmmmmDbDmmmmmmmmmbmmmmmmmmm
! dp/p=2.93%;    Wedge(s): Al (2200 mg/cm2);    Brho (Tm): 11.1473, 11.1473, 9.3492, 9.3492
! Yieldmax = 1.48e-01 pps @ 3551.80 mg/cm2
Thickness of IC degr plates [mg/cm2]1	199Os 76+	Thickness of IC degr plates [mg/cm2]2	199Os 76+	Thickness of IC degr plates [mg/cm2]3	192W 74+	Thickness of IC degr plates [mg/cm2]4	186Ta 73+	Thickness of IC degr plates [mg/cm2]5	190Re 75+	Thickness of IC degr plates [mg/cm2]6	181Yb 70+	Thickness of IC degr plates [mg/cm2]7	190W 74+	Thickness of IC degr plates [mg/cm2]8	187Ta 73+	Thickness of IC degr plates [mg/cm2]9	193Re 75+	Thickness of IC degr plates [mg/cm2]10	194W 74+	Thickness of IC degr plates [mg/cm2]11	206Au 79+	Thickness of IC degr plates [mg/cm2]12	193W 74+	Thickness of IC degr plates [mg/cm2]13	177Yb 70+	Thickness of IC degr plates [mg/cm2]14	207Hg 80+	Thickness of IC degr plates [mg/cm2]15	187Ta 73+	Thickness of IC degr plates [mg/cm2]16	194Os 76+	Thickness of IC degr plates [mg/cm2]17	186Ta 73+	Thickness of IC degr plates [mg/cm2]18	196Ir 77+	Thickness of IC degr plates [mg/cm2]19	178Yb 70+	Thickness of IC degr plates [mg/cm2]20	197Re 75+	Thickness of IC degr plates [mg/cm2]21	195Os 76+	Thickness of IC degr plates [mg/cm2]22	204Pt 78+	Thickness of IC degr plates [mg/cm2]23	201Ir 77+	Thickness of IC degr plates [mg/cm2]24	190Ta 73+	Thickness of IC degr plates [mg/cm2]25	199Ir 77+	Thickness of IC degr plates [mg/cm2]26	201Pt 78+	Thickness of IC degr plates [mg/cm2]27	195Os 76+	Thickness of IC degr plates [mg/cm2]28	176Yb 70+	Thickness of IC degr plates [mg/cm2]29	181Hf 72+	Thickness of IC degr plates [mg/cm2]30	182Yb 70+	Thickness of IC degr plates [mg/cm2]31	184Hf 72+	Thickness of IC degr plates [mg/cm2]32	185Hf 72+	Thickness of IC degr plates [mg/cm2]33	183Hf 72+	Thickness of IC degr plates [mg/cm2]34	189Ta 73+	Thickness of IC degr plates [mg/cm2]35	197Re 75+	Thickness of IC degr plates [mg/cm2]36	179Yb 70+	Thickness of IC degr plates [mg/cm2]37	191W 74+	Thickness of IC degr plates [mg/cm2]38	182Lu 71+	Thickness of IC degr plates [mg/cm2]39	182Hf 72+	Thickness of IC degr plates [mg/cm2]40	194W 74+	Thickness of IC degr plates [mg/cm2]41	186Lu 71+	Thickness of IC degr plates [mg/cm2]42	179Yb 70+	Thickness of IC degr plates [mg/cm2]43	196Os 76+	Thickness of IC degr plates [mg/cm2]44	188Ta 73+	Thickness of IC degr plates [mg/cm2]45	189Hf 72+	Thickness of IC degr plates [mg/cm2]46	191Ta 73+	Thickness of IC degr plates [mg/cm2]47	202Pt 78+	Thickness of IC degr plates [mg/cm2]48	200Os 76+	Thickness of IC degr plates [mg/cm2]49	192Re 75+	Thickness of IC degr plates [mg/cm2]50	185Hf 72+	Thickness of IC degr plates [mg/cm2]51	187W 74+	Thickness of IC degr plates [mg/cm2]52	180Lu 71+	Thickness of IC degr plates [mg/cm2]53	189W 74+	Thickness of IC degr plates [mg/cm2]54	183Yb 70+	Thickness of IC degr plates [mg/cm2]55	200Ir 77+	Thickness of IC degr plates [mg/cm2]56	191W 74+	Thickness of IC degr plates [mg/cm2]57	192Ta 73+	Thickness of IC degr plates [mg/cm2]58	181Lu 71+	Thickness of IC degr plates [mg/cm2]59	184Ta 73+	Thickness of IC degr plates [mg/cm2]60	181Lu 71+	Thickness of IC degr plates [mg/cm2]61	193Os 76+	Thickness of IC degr plates [mg/cm2]62	187Hf 72+	Thickness of IC degr plates [mg/cm2]63	193Re 75+	Thickness of IC degr plates [mg/cm2]64	191Re 75+	Thickness of IC degr plates [mg/cm2]65	208Tl 81+	Thickness of IC degr plates [mg/cm2]66	207Hg 80+	Thickness of IC degr plates [mg/cm2]67	207Hg 80+	Thickness of IC degr plates [mg/cm2]68	206Hg 80+	Thickness of IC degr plates [mg/cm2]69	205Hg 80+	Thickness of IC degr plates [mg/cm2]70	206Au 79+	Thickness of IC degr plates [mg/cm2]71	205Au 79+	Thickness of IC degr plates [mg/cm2]72	205Au 79+	Thickness of IC degr plates [mg/cm2]73	205Au 79+	Thickness of IC degr plates [mg/cm2]74	204Au 79+	Thickness of IC degr plates [mg/cm2]75	204Au 79+	Thickness of IC degr plates [mg/cm2]76	204Au 79+	Thickness of IC degr plates [mg/cm2]77	203Au 79+	Thickness of IC degr plates [mg/cm2]78	202Au 79+	Thickness of IC degr plates [mg/cm2]79	204Pt 78+	Thickness of IC degr plates [mg/cm2]80	203Pt 78+	Thickness of IC degr plates [mg/cm2]81	203Pt 78+	Thickness of IC degr plates [mg/cm2]82	203Pt 78+	Thickness of IC degr plates [mg/cm2]83	202Pt 78+	Thickness of IC degr plates [mg/cm2]84	202Pt 78+	Thickness of IC degr plates [mg/cm2]85	202Pt 78+	Thickness of IC degr plates [mg/cm2]86	201Pt 78+	Thickness of IC degr plates [mg/cm2]87	201Pt 78+	Thickness of IC degr plates [mg/cm2]88	201Pt 78+	Thickness of IC degr plates [mg/cm2]89	200Pt 78+	Thickness of IC degr plates [mg/cm2]90	200Pt 78+	Thickness of IC degr plates [mg/cm2]91	199Pt 78+	Thickness of IC degr plates [mg/cm2]92	199Pt 78+	Thickness of IC degr plates [mg/cm2]93	202Ir 77+	Thickness of IC degr plates [mg/cm2]94	201Ir 77+	Thickness of IC degr plates [mg/cm2]95	201Ir 77+	Thickness of IC degr plates [mg/cm2]96	200Ir 77+	Thickness of IC degr plates [mg/cm2]97	200Ir 77+	Thickness of IC degr plates [mg/cm2]98	199Ir 77+	Thickness of IC degr plates [mg/cm2]99	199Ir 77+	Thickness of IC degr plates [mg/cm2]100	198Ir 77+	Thickness of IC degr plates [mg/cm2]101	198Ir 77+	Thickness of IC degr plates [mg/cm2]102	198Ir 77+	Thickness of IC degr plates [mg/cm2]103	198Ir 77+	Thickness of IC degr plates [mg/cm2]104	197Ir 77+	Thickness of IC degr plates [mg/cm2]105	197Ir 77+	Thickness of IC degr plates [mg/cm2]106	196Ir 77+	Thickness of IC degr plates [mg/cm2]107	198Os 76+	Thickness of IC degr plates [mg/cm2]108	198Os 76+	Thickness of IC degr plates [mg/cm2]109	197Os 76+	Thickness of IC degr plates [mg/cm2]110	197Os 76+	Thickness of IC degr plates [mg/cm2]111	196Os 76+	Thickness of IC degr plates [mg/cm2]112	196Os 76+	Thickness of IC degr plates [mg/cm2]113	196Os 76+	Thickness of IC degr plates [mg/cm2]114	195Os 76+	Thickness of IC degr plates [mg/cm2]115	195Os 76+	Thickness of IC degr plates [mg/cm2]116	194Os 76+	Thickness of IC degr plates [mg/cm2]117	193Os 76+	Thickness of IC degr plates [mg/cm2]118	196Re 75+	Thickness of IC degr plates [mg/cm2]119	196Re 75+	Thickness of IC degr plates [mg/cm2]120	195Re 75+	Thickness of IC degr plates [mg/cm2]121	195Re 75+	Thickness of IC degr plates [mg/cm2]122	194Re 75+	Thickness of IC degr plates [mg/cm2]123	194Re 75+	Thickness of IC degr plates [mg/cm2]124	193Re 75+	Thickness of IC degr plates [mg/cm2]125	193Re 75+	Thickness of IC degr plates [mg/cm2]126	192Re 75+	Thickness of IC degr plates [mg/cm2]127	192Re 75+	Thickness of IC degr plates [mg/cm2]128	191Re 75+	Thickness of IC degr plates [mg/cm2]129	193W 74+	Thickness of IC degr plates [mg/cm2]130	192W 74+	Thickness of IC degr plates [mg/cm2]131	191W 74+	Thickness of IC degr plates [mg/cm2]132	190W 74+	Thickness of IC degr plates [mg/cm2]133	189W 74+	Thickness of IC degr plates [mg/cm2]134	189W 74+	Thickness of IC degr plates [mg/cm2]135	188W 74+	Thickness of IC degr plates [mg/cm2]136	188W 74+	Thickness of IC degr plates [mg/cm2]137	187W 74+	Thickness of IC degr plates [mg/cm2]138	191Ta 73+	Thickness of IC degr plates [mg/cm2]139	190Ta 73+	Thickness of IC degr plates [mg/cm2]140	189Ta 73+	Thickness of IC degr plates [mg/cm2]141	188Ta 73+	Thickness of IC degr plates [mg/cm2]142	187Ta 73+	Thickness of IC degr plates [mg/cm2]143	186Ta 73+	Thickness of IC degr plates [mg/cm2]144	185Ta 73+	Thickness of IC degr plates [mg/cm2]145	185Ta 73+	Thickness of IC degr plates [mg/cm2]146	184Ta 73+	Thickness of IC degr plates [mg/cm2]147	188Hf 72+	Thickness of IC degr plates [mg/cm2]148	187Hf 72+	Thickness of IC degr plates [mg/cm2]149	186Hf 72+	Thickness of IC degr plates [mg/cm2]150	185Hf 72+	Thickness of IC degr plates [mg/cm2]151	184Hf 72+	Thickness of IC degr plates [mg/cm2]152	184Hf 72+	Thickness of IC degr plates [mg/cm2]153	183Hf 72+	Thickness of IC degr plates [mg/cm2]154	182Hf 72+	Thickness of IC degr plates [mg/cm2]155	185Lu 71+	Thickness of IC degr plates [mg/cm2]156	184Lu 71+	Thickness of IC degr plates [mg/cm2]157	183Lu 71+	Thickness of IC degr plates [mg/cm2]158	182Lu 71+	Thickness of IC degr plates [mg/cm2]159	181Lu 71+	Thickness of IC degr plates [mg/cm2]160	180Lu 71+	Thickness of IC degr plates [mg/cm2]161	179Lu 71+	Thickness of IC degr plates [mg/cm2]162	180Yb 70+	
3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	3000.000000	0         	
3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	3005.000000	0         	
3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	2.00406e-15	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	3010.000000	0         	
3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	8.9229e-10	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	3015.000000	0         	
3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	2.58785e-08	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	3020.000000	0         	
3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	4.58247e-07	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	3025.000000	0         	
