Name;Turn;Text;Color
1Ta188:-1e;-1;188Ta_1.70e+01_3;0x1f77b4
1Hf183:-1e;-1;183Hf_1.45e+00_3;0xff7f0e
1Hf187:-1e;-1;187Hf_5.35e-01_3;0xff7f0e
1Hf188:-1e;-1;188Hf_1.04e+00_3;0xff7f0e
