Name;Turn;Text;Color
1Ta190:-1e;-1;190Ta_7.88e+00_1;0x1f77b4
1W190:-1e;-1;190W_1.27e+01_1;0xff7f0e
1Hf184:-1e;-1;184Hf_6.34e-01_1;0xff7f0e
1W191:-1e;-1;191W_5.59e-01_1;0xff7f0e
1Ta185:-1e;-1;185Ta_7.74e+00_1;0xff7f0e
