Name;Turn;Text;Color
1W190:-1e;-1;190W_1.57e+00_1;0xff7f0e
1Hf184:-1e;-1;184Hf_9.08e-01_1;0xff7f0e
1Ta189:-1e;-1;189Ta_1.24e+01_1;0xff7f0e
1W189:-1e;-1;189W_1.18e+00_1;0xff7f0e
1Ta184:-1e;-1;184Ta_1.39e+00_1;0xff7f0e
