Name;Turn;Text;Color
1Ta190:-1e;-1;190Ta_1;0x1f77b4
1Ta189:-1e;-1;189Ta_2;0x1f77b4
1Ta188:-1e;-1;188Ta_3;0x1f77b4
1W190:-1e;-1;190W_1;0xff7f0e
1Hf184:-1e;-1;184Hf_1;0xff7f0e
1W191:-1e;-1;191W_1;0xff7f0e
1Ta185:-1e;-1;185Ta_1;0xff7f0e
1W190:-1e;-1;190W_2;0xff7f0e
1Hf184:-1e;-1;184Hf_2;0xff7f0e
1W189:-1e;-1;189W_2;0xff7f0e
1Ta184:-1e;-1;184Ta_2;0xff7f0e
1Hf183:-1e;-1;183Hf_3;0xff7f0e
1Hf187:-1e;-1;187Hf_3;0xff7f0e
1Hf188:-1e;-1;188Hf_3;0xff7f0e
