Name;Turn;Text;Color
1Re195:-1e;-1;195Re_3.65e+01_5;0x1f77b4
1W190:-1e;-1;190W_1.67e+00_5;0xff7f0e
1Re190:-1e;-1;190Re_7.34e+00_5;0xff7f0e
1Re194:-1e;-1;194Re_6.66e-01_5;0xff7f0e
1Os196:-1e;-1;196Os_8.52e+00_5;0xff7f0e
1Os195:-1e;-1;195Os_9.47e+00_5;0xff7f0e
1W189:-1e;-1;189W_2.61e+00_5;0xff7f0e
