Name;Turn;Text;Color
1Os197:-1e;-1;197Os_7.39e+01_3;0x1f77b4
1Re196:-1e;-1;196Re_1.59e+00_3;0xff7f0e
1Ir198:-1e;-1;198Ir_6.71e+00_3;0xff7f0e
1Re197:-1e;-1;197Re_2.31e+00_3;0xff7f0e
1W191:-1e;-1;191W_5.71e-01_3;0xff7f0e
1Os196:-1e;-1;196Os_5.25e-01_3;0xff7f0e
1Os193:-1e;-1;193Os_3.74e+00_3;0xff7f0e
1Re192:-1e;-1;192Re_1.63e+01_3;0xff7f0e
1Re191:-1e;-1;191Re_2.60e+00_3;0xff7f0e
