Name;Turn;Text;Color
1Os198:-1e;-1;198Os_3.56e+01_2;0x1f77b4
1Ir199:-1e;-1;199Ir_2.39e+01_2;0xff7f0e
1Os197:-1e;-1;197Os_1.06e+00_2;0xff7f0e
1Ir198:-1e;-1;198Ir_1.46e+01_2;0xff7f0e
1Re197:-1e;-1;197Re_5.09e-01_2;0xff7f0e
1Os194:-1e;-1;194Os_2.02e+01_2;0xff7f0e
1Os193:-1e;-1;193Os_1.46e+01_2;0xff7f0e
1Re193:-1e;-1;193Re_1.74e+00_2;0xff7f0e
1Re192:-1e;-1;192Re_5.15e+00_2;0xff7f0e
