Name;Turn;Text;Color
1W193:-1e;-1;193W_7.65e+00_7;0x1f77b4
1Re194:-1e;-1;194Re_1.91e+00_7;0xff7f0e
1Ta187:-1e;-1;187Ta_1.41e+00_7;0xff7f0e
1Re193:-1e;-1;193Re_3.29e+01_7;0xff7f0e
1W188:-1e;-1;188W_1.98e+01_7;0xff7f0e
