Name;Turn;Text;Color
1Re196:-1e;-1;196Re_1.53e+01_4;0x1f77b4
1Os197:-1e;-1;197Os_3.79e+00_4;0xff7f0e
1Re195:-1e;-1;195Re_1.17e+00_4;0xff7f0e
1W190:-1e;-1;190W_1.99e+00_4;0xff7f0e
1Os196:-1e;-1;196Os_6.86e+01_4;0xff7f0e
1Re191:-1e;-1;191Re_3.31e+01_4;0xff7f0e
