Name;Turn;Text;Color
1W194:-1e;-1;194W_2.37e+00_6;0x1f77b4
1Re194:-1e;-1;194Re_3.88e+01_6;0x1f77b4
1Re195:-1e;-1;195Re_9.60e-01_6;0xff7f0e
1Ta188:-1e;-1;188Ta_9.64e-01_6;0xff7f0e
1Re190:-1e;-1;190Re_5.65e-01_6;0xff7f0e
1Os195:-1e;-1;195Os_6.17e+00_6;0xff7f0e
1W189:-1e;-1;189W_1.29e+01_6;0xff7f0e
