Name;Turn;Text;Color
1Ta189:-1e;-1;189Ta_8.75e+00_11;0x1f77b4
1Ta184:-1e;-1;184Ta_1.27e+00_11;0xff7f0e
1W190:-1e;-1;190W_5.80e-01_11;0xff7f0e
1Hf189:-1e;-1;189Hf_5.63e-01_11;0xff7f0e
1Hf184:-1e;-1;184Hf_2.43e+00_11;0xff7f0e
